game_play_id,motion_one,motion_two,motion_three,motion_four,motion_five,motion_six
2022091802 2473,0,0,1,0,0,0
2022091802 2516,1,0,0,0,0,0
2022091802 2585,0,0,0,1,0,0
2022091802 2606,0,0,0,1,1,0
2022091802 269,0,1,0,0,0,0
2022091802 2710,0,1,0,0,0,0
2022091802 2731,0,1,0,0,0,0
2022091802 2750,0,1,0,0,0,0
2022091802 2772,0,0,1,0,0,0
2022091802 2835,0,0,0,1,0,0
2022091802 2881,0,0,0,1,0,0
2022091802 2922,0,0,1,0,0,0
2022091802 2945,0,0,1,0,0,0
2022091802 295,0,1,0,0,0,0
2022091802 2969,0,0,1,0,0,0
2022091802 2995,0,1,2,0,0,0
2022091802 3112,0,0,1,0,0,0
2022091802 316,0,0,3,0,0,0
2022091802 3194,0,0,0,1,0,0
2022091802 3241,0,0,0,1,0,0
2022091802 3262,0,0,0,1,0,0
2022091802 3286,0,0,0,1,4,0
2022091802 345,0,1,0,0,0,0
2022091802 3624,0,1,0,0,0,0
2022091802 3747,0,0,0,2,0,0
2022091802 3800,0,0,0,1,0,0
2022091802 390,0,0,1,0,0,0
2022091802 3940,0,1,0,0,0,0
2022091802 455,0,0,0,1,0,0
2022091802 567,0,1,0,0,0,0
2022091802 618,0,1,0,0,0,0
2022091802 750,0,2,0,0,0,0
2022091802 774,0,1,0,0,0,0
2022091802 796,0,1,0,0,0,0
2022091802 817,0,1,0,0,0,0
2022091802 880,0,0,0,1,0,0
2022091802 967,0,1,0,0,0,0
2022091803 1017,0,0,0,2,0,0
2022091803 102,0,0,0,0,1,0
2022091803 1070,0,0,0,1,0,0
2022091803 1099,0,0,0,0,1,0
2022091803 1198,0,1,0,0,0,0
2022091803 1222,0,0,1,0,0,0
2022091803 126,0,0,0,0,1,0
2022091803 1276,0,0,0,1,1,0
2022091803 1324,0,0,0,1,0,0
2022091803 1366,0,0,0,1,0,0
2022091803 1388,0,0,0,1,0,0
2022091803 1433,0,0,0,0,2,1
2022091803 150,0,0,0,0,1,0
2022091803 1527,0,0,1,0,0,0
2022091803 1645,0,0,1,0,0,0
2022091803 1840,0,0,0,3,0,0
2022091803 1890,0,0,0,3,0,0
2022091803 1935,0,0,0,1,0,0
2022091803 1997,0,0,1,0,0,0
2022091803 2064,0,2,0,0,0,0
2022091803 2088,0,1,0,0,0,0
2022091803 2129,0,0,0,2,0,0
2022091803 2153,1,0,0,0,0,0
2022091803 2174,0,0,0,1,0,0
2022091803 2198,0,0,0,1,0,0
2022091803 2219,0,0,0,1,0,0
2022091803 2243,0,0,0,1,0,0
2022091803 2321,0,0,0,1,0,0
2022091803 2342,0,0,0,1,0,0
2022091803 2395,0,0,0,1,0,0
2022091803 240,0,1,0,0,0,0
2022091803 2592,0,0,0,1,0,1
2022091803 261,0,0,1,0,0,0
2022091803 2624,0,0,0,0,1,0
2022091803 2874,0,0,1,0,0,0
2022091803 2898,0,1,0,0,0,0
2022091803 2947,0,0,0,0,0,1
2022091803 3017,0,0,0,0,0,1
2022091803 3082,1,0,0,0,0,0
2022091803 3104,0,0,1,0,0,0
2022091803 3125,0,1,0,0,0,0
2022091803 320,0,0,0,1,0,0
2022091803 3221,0,0,0,0,1,0
2022091803 3247,0,2,0,0,0,0
2022091803 3268,1,0,0,0,0,0
2022091803 3346,0,0,0,0,1,0
2022091803 3374,0,3,0,0,0,0
2022091803 3396,0,4,0,0,0,0
2022091803 341,0,0,0,0,1,0
2022091803 450,0,0,1,0,0,0
2022091803 495,0,1,0,0,0,0
2022091803 526,0,1,0,0,0,0
2022091803 547,0,1,0,0,0,0
2022091803 592,0,1,0,0,0,0
2022091803 676,0,0,0,0,1,0
2022091803 795,1,0,0,0,0,0
2022091803 81,0,0,0,1,0,0
2022091803 816,0,0,0,1,0,0
2022091803 857,0,1,0,0,0,0
2022091804 1097,0,0,0,1,0,0
2022091804 112,0,0,0,1,0,0
2022091804 1126,0,0,0,0,1,0
2022091804 1293,0,1,1,0,0,0
2022091804 1349,0,1,0,0,0,0
2022091804 1424,0,0,1,0,0,0
2022091804 1450,0,1,0,0,0,0
2022091804 1630,0,0,0,1,0,0
2022091804 1654,0,0,0,0,3,0
2022091804 197,0,0,0,2,0,0
2022091804 2021,0,1,0,0,0,0
2022091804 2042,0,1,0,0,0,0
2022091804 2066,0,1,0,0,0,0
2022091804 2135,0,0,2,0,0,0
2022091804 2192,0,1,1,0,0,0
2022091804 2214,0,1,0,0,0,0
2022091804 222,0,0,0,0,0,1
2022091804 2276,0,0,0,1,0,0
2022091804 2371,0,1,0,0,0,0
2022091804 2392,0,1,0,0,0,0
2022091804 2416,0,0,1,0,0,0
2022091804 2492,1,0,0,0,0,0
2022091804 2518,0,0,2,0,0,1
2022091804 2547,0,1,0,0,0,0
2022091804 2572,0,1,0,0,0,0
2022091804 2656,0,0,0,1,0,0
2022091804 2685,NA,NA,NA,NA,NA,NA
2022091804 2742,0,0,0,1,0,0
2022091804 2767,0,0,0,0,1,0
2022091804 2826,0,0,0,1,0,0
2022091804 2905,0,1,0,0,0,0
2022091804 2966,0,0,0,1,0,0
2022091804 3018,0,0,0,0,1,0
2022091804 3056,0,0,0,1,0,0
2022091804 3075,0,0,0,0,1,0
2022091804 3201,0,0,0,1,0,0
2022091804 3251,0,0,0,1,1,0
2022091804 3273,0,0,0,0,1,0
2022091804 3308,0,0,0,1,0,0
2022091804 3388,0,0,0,0,0,1
2022091804 3409,0,0,0,0,1,0
2022091804 3526,0,0,0,1,0,0
2022091804 378,0,0,1,0,0,0
2022091804 399,0,1,0,0,0,0
2022091804 4086,0,0,0,1,0,0
2022091804 4114,0,0,0,0,1,0
2022091804 4294,0,0,0,0,1,0
2022091804 475,1,0,0,0,0,0
2022091804 499,0,0,0,0,1,0
2022091804 531,0,1,0,0,0,0
2022091804 552,0,0,1,0,0,0
2022091804 576,0,1,0,0,0,0
2022091804 606,0,0,0,1,0,0
2022091804 627,0,0,0,0,0,1
2022091804 678,0,0,0,0,1,0
2022091804 699,0,0,0,1,0,0
2022091804 764,0,1,0,0,0,0
2022091804 80,0,0,0,1,0,0
2022091804 826,0,0,0,0,1,0
2022091804 881,0,0,0,1,0,0
2022091804 902,0,0,0,0,1,0
2022091804 985,0,0,1,0,0,0
2022091805 100,0,0,1,0,0,0
2022091805 1001,0,0,1,0,0,0
2022091805 1182,0,0,0,0,0,1
2022091805 124,0,0,1,0,0,0
2022091805 1272,0,0,1,0,0,0
2022091805 1338,1,0,0,0,0,0
2022091805 1402,0,0,0,1,0,0
2022091805 1445,0,0,0,0,0,1
2022091805 1542,0,1,0,0,0,0
2022091805 1584,0,0,1,0,0,0
2022091805 1629,0,1,0,0,0,0
2022091805 1657,0,0,1,0,0,0
2022091805 1765,0,0,0,1,0,0
2022091805 1869,0,0,0,1,0,0
2022091805 1890,0,0,0,1,0,0
2022091805 1909,1,0,0,0,0,0
2022091805 1949,0,0,1,0,0,0
2022091805 2010,0,0,1,0,0,0
2022091805 203,0,0,0,0,0,1
2022091805 2066,0,0,0,1,0,0
2022091805 2088,0,0,0,0,1,0
2022091805 2109,0,0,0,1,0,1
2022091805 2133,0,0,0,2,0,0
2022091805 2159,0,0,0,1,0,0
2022091805 2207,0,0,0,1,2,0
2022091805 2229,0,0,0,2,0,0
2022091805 2292,0,1,0,0,0,0
2022091805 2318,0,0,1,0,0,0
2022091805 2390,0,0,0,1,1,0
2022091805 2433,0,0,0,1,0,0
2022091805 2481,0,0,0,1,0,1
2022091805 2507,0,0,0,0,1,0
2022091805 257,0,0,0,1,0,0
2022091805 2592,0,1,0,0,0,0
2022091805 2613,0,1,0,0,0,0
2022091805 2675,0,0,0,1,0,1
2022091805 2696,0,0,0,1,0,0
2022091805 2717,0,0,0,0,1,0
2022091805 2783,0,1,0,0,0,0
2022091805 2855,0,0,0,1,1,0
2022091805 2876,0,0,0,1,0,0
2022091805 2954,0,0,1,0,0,0
2022091805 2976,0,1,0,0,0,0
2022091805 2998,0,1,0,0,0,0
2022091805 3127,0,0,0,1,0,0
2022091805 3235,1,0,0,0,0,0
2022091805 3257,0,0,0,0,0,1
2022091805 3313,0,1,0,0,0,0
2022091805 3334,0,0,1,0,0,0
2022091805 3355,0,2,0,0,0,0
2022091805 3379,0,1,0,0,0,0
2022091805 3400,0,0,1,0,0,0
2022091805 3424,0,1,1,0,0,0
2022091805 3466,0,0,1,0,0,0
2022091805 3487,0,1,0,0,0,0
2022091805 3540,0,1,2,0,0,0
2022091805 3598,0,0,0,1,0,0
2022091805 3655,0,0,0,0,1,0
2022091805 367,0,0,1,0,0,0
2022091805 3677,0,0,0,1,0,0
2022091805 3706,0,0,0,0,1,0
2022091805 3752,0,0,1,0,0,0
2022091805 3803,0,1,0,0,0,0
2022091805 3824,0,1,0,0,0,0
2022091805 3852,0,1,1,0,0,0
2022091805 3880,0,0,0,1,0,0
2022091805 391,0,2,2,0,0,0
2022091805 415,0,0,1,0,0,0
2022091805 439,0,1,0,0,0,0
2022091805 465,0,1,0,0,0,0
2022091805 486,0,1,0,0,0,0
2022091805 510,0,0,1,0,0,0
2022091805 534,0,0,1,0,0,0
2022091805 616,0,0,1,0,0,0
2022091805 637,0,1,2,0,0,0
2022091805 718,0,0,0,0,1,0
2022091805 773,0,0,0,0,1,0
2022091805 79,0,1,0,0,0,0
2022091805 823,0,0,0,1,0,0
2022091805 880,0,0,0,0,1,0
2022091805 954,0,0,1,0,0,0
2022091805 975,0,0,1,0,0,0
2022091806 1004,1,0,0,0,0,0
2022091806 102,0,0,0,1,0,0
2022091806 1033,0,1,0,0,0,0
2022091806 1052,0,0,0,1,0,0
2022091806 1074,0,0,0,1,0,0
2022091806 1119,0,1,0,0,0,0
2022091806 1189,0,0,1,0,0,0
2022091806 1303,0,0,0,0,1,0
2022091806 1401,0,0,0,0,1,0
2022091806 1442,0,1,0,0,0,0
2022091806 1491,0,0,1,0,0,0
2022091806 1593,0,1,0,0,0,0
2022091806 1667,0,0,0,0,1,0
2022091806 1747,0,0,0,0,0,1
2022091806 1817,0,0,0,0,1,0
2022091806 2013,0,1,0,0,0,0
2022091806 2058,0,2,0,0,0,0
2022091806 2079,0,1,0,0,0,0
2022091806 2103,1,0,0,0,0,0
2022091806 2146,0,0,1,0,0,0
2022091806 2211,0,1,1,0,0,0
2022091806 229,0,0,1,0,0,0
2022091806 2299,0,0,0,1,0,0
2022091806 2323,0,0,0,2,1,0
2022091806 2390,0,0,0,1,0,0
2022091806 2414,0,0,0,1,0,0
2022091806 2486,0,0,1,0,0,0
2022091806 2579,0,1,0,0,0,0
2022091806 2743,0,0,0,1,0,0
2022091806 2789,0,0,0,1,0,0
2022091806 2831,0,0,0,0,1,0
2022091806 3006,0,0,0,0,1,0
2022091806 3131,0,0,0,1,0,0
2022091806 3181,0,0,0,0,1,0
2022091806 3222,0,1,0,0,0,0
2022091806 3314,0,0,0,0,1,0
2022091806 3338,0,0,0,1,1,0
2022091806 3359,0,0,0,0,1,0
2022091806 3398,0,1,0,0,0,0
2022091806 3419,0,1,0,0,0,0
2022091806 3443,0,1,0,0,0,0
2022091806 346,0,1,0,0,0,0
2022091806 3511,0,0,0,0,1,0
2022091806 3543,0,0,0,0,1,0
2022091806 3567,0,0,0,1,0,0
2022091806 3609,0,0,0,1,0,0
2022091806 3630,0,0,0,0,1,0
2022091806 3651,0,0,0,1,1,0
2022091806 3679,0,0,0,1,0,0
2022091806 388,0,0,1,0,0,0
2022091806 409,0,0,1,0,0,0
2022091806 554,0,0,0,1,0,0
2022091806 57,0,0,0,1,0,0
2022091806 640,0,0,0,1,0,0
2022091806 664,0,0,0,1,0,0
2022091806 685,0,0,0,1,0,0
2022091806 706,0,0,0,1,0,0
2022091806 730,0,0,0,1,0,0
2022091806 758,0,0,0,1,0,0
2022091806 78,1,0,0,0,0,0
2022091806 784,0,1,0,0,0,0
2022091807 1083,0,1,0,0,0,0
2022091807 1104,0,0,2,0,0,0
2022091807 1128,0,1,0,0,0,0
2022091807 1154,0,1,0,0,0,0
2022091807 1196,0,1,0,0,0,0
2022091807 122,0,0,0,0,1,0
2022091807 1399,1,0,0,0,0,0
2022091807 1572,0,0,2,0,0,1
2022091807 1616,0,1,0,0,0,0
2022091807 1971,0,0,1,0,0,0
2022091807 2039,0,1,0,0,0,0
2022091807 2111,0,1,0,0,0,0
2022091807 2207,0,0,0,0,1,0
2022091807 2639,0,0,0,0,1,0
2022091807 283,0,0,0,1,0,0
2022091807 2993,0,0,1,0,0,0
2022091807 3120,0,0,0,1,0,0
2022091807 3480,0,0,1,0,0,0
2022091807 56,0,0,0,0,0,1
2022091807 634,0,0,0,1,0,0
2022091807 756,0,0,0,0,0,1
2022091807 863,0,0,0,1,0,1
2022091807 897,0,0,0,0,1,0
2022091808 1223,0,0,1,0,0,0
2022091808 1557,0,1,0,0,0,0
2022091808 1621,0,1,0,0,0,0
2022091808 1643,0,2,0,0,0,0
2022091808 2262,0,0,1,0,0,0
2022091808 2525,0,1,0,0,0,0
2022091808 2622,0,1,0,0,0,0
2022091808 2646,0,0,1,0,0,0
2022091808 2695,0,0,1,0,0,0
2022091808 3311,0,0,0,0,0,1
2022091808 3402,0,0,0,0,0,1
2022091808 565,0,0,0,0,0,1
2022091808 631,0,0,0,1,0,0
2022091808 952,0,0,1,0,0,0
2022091809 1428,0,0,1,0,0,0
2022091809 143,0,0,0,0,1,0
2022091809 1489,0,0,0,1,0,0
2022091809 1816,0,1,0,0,0,0
2022091809 193,0,0,0,0,1,0
2022091809 2235,0,0,0,1,0,0
2022091809 2568,0,0,1,0,0,0
2022091809 288,0,0,0,1,0,0
2022091809 309,0,0,0,1,0,0
2022091809 3405,0,1,0,0,0,0
2022091809 3522,0,1,0,0,0,0
2022091809 3722,0,1,0,0,0,0
2022091809 496,0,1,0,0,0,0
2022091809 77,0,0,0,1,0,0
2022091810 1400,0,0,0,1,0,0
2022091810 1491,0,0,1,0,0,0
2022091810 1536,0,1,0,0,0,0
2022091810 1821,0,0,0,1,0,0
2022091810 1843,0,0,0,1,0,0
2022091810 2435,0,0,0,1,4,0
2022091810 2964,1,0,0,0,0,0
2022091810 3033,0,1,0,0,0,0
2022091810 3965,0,0,0,0,1,0
2022091810 451,0,0,1,0,0,0
2022091810 56,0,0,0,1,0,0
2022091810 592,1,0,0,0,0,0
2022091810 78,0,0,0,0,0,1
2022091811 1205,0,0,0,1,0,0
2022091811 1321,0,0,0,1,0,0
2022091811 1709,0,0,0,0,1,0
2022091811 2294,0,0,0,0,0,1
2022091811 281,0,0,1,0,0,0
2022091811 2892,0,0,0,0,0,1
2022091811 2913,NA,NA,NA,NA,NA,NA
2022091811 305,0,0,1,0,0,0
2022091811 3100,0,0,0,0,0,1
2022091811 3284,0,0,0,1,0,0
2022091811 334,0,0,1,0,0,0
2022091811 3652,0,0,0,0,0,1
2022091811 379,0,2,0,0,0,0
2022091811 4345,0,0,0,0,0,1
2022091811 455,0,0,1,0,0,0
2022091811 595,0,0,0,0,0,1
2022091811 713,0,0,1,0,0,0
2022091811 96,0,0,1,0,0,0
2022091811 968,0,0,0,0,1,0
2022091812 1210,0,1,0,0,0,0
2022091812 1422,0,1,0,0,0,0
2022091812 1507,0,0,0,1,0,0
2022091812 154,0,0,0,1,0,0
2022091812 1603,0,1,0,0,0,0
2022091812 1624,0,0,1,0,0,0
2022091812 2059,0,1,0,0,0,0
2022091812 2299,0,1,0,0,0,0
2022091812 242,0,0,0,0,1,0
2022091812 3068,0,0,0,1,0,0
2022091812 700,0,0,0,1,0,0
2022091812 769,0,0,0,1,0,0
2022091812 904,1,0,0,0,0,0
2022091900 1087,0,0,1,0,0,0
2022091900 137,0,0,0,1,0,0
2022091900 1687,0,0,1,0,0,0
2022091900 2236,0,0,0,0,1,0
2022091900 2289,0,0,0,0,1,0
2022091900 2849,0,0,0,0,1,0
2022091900 2972,0,1,0,0,0,0
2022091900 3168,0,1,0,0,0,0
2022091900 3210,0,0,1,0,0,0
2022091900 3555,0,0,0,1,0,0
2022091900 3851,0,1,0,0,0,0
2022091900 3917,0,1,0,0,0,0
2022091900 411,0,1,0,0,0,0
2022091900 531,0,2,0,0,0,0
2022091900 69,0,0,0,1,0,0
2022091900 786,0,0,0,0,1,0
2022091900 877,0,0,0,1,0,0
2022091900 922,0,0,0,0,2,0
2022091901 1082,0,1,0,0,0,0
2022091901 1225,0,1,0,0,0,0
2022091901 1503,0,0,1,0,0,0
2022091901 1785,0,1,0,0,0,0
2022091901 1829,0,1,0,0,0,0
2022091901 213,0,0,0,0,1,0
2022091901 2171,0,1,0,0,0,0
2022091901 2247,0,0,0,0,0,1
2022091901 2268,1,1,0,0,0,0
2022091901 2321,0,0,1,0,0,0
2022091901 2345,0,0,1,0,0,0
2022091901 2406,0,0,0,0,1,0
2022091901 2491,0,0,0,0,0,1
2022091901 2567,0,0,0,0,0,1
2022091901 3139,0,0,0,0,0,1
2022091901 3444,0,0,0,0,1,0
2022091901 3557,0,0,1,0,0,0
2022091901 3578,0,1,0,0,0,0
2022091901 3599,0,0,1,0,0,0
2022091901 409,0,0,0,1,0,0
2022091901 454,0,0,0,1,0,0
2022091901 64,0,0,1,0,0,0
2022091901 811,0,0,1,0,0,0
2022092200 1017,0,0,1,0,0,0
2022092200 1102,0,1,0,0,0,0
2022092200 1126,0,0,0,1,0,0
2022092200 1258,0,0,3,0,0,0
2022092200 127,0,0,0,1,0,0
2022092200 1314,0,0,0,1,0,0
2022092200 1477,0,0,0,1,0,0
2022092200 1544,0,0,0,0,2,0
2022092200 1609,0,0,1,0,0,0
2022092200 1735,0,1,0,0,0,0
2022092200 1785,0,1,0,0,0,0
2022092200 1823,0,0,1,0,0,0
2022092200 190,0,2,1,0,0,0
2022092200 1991,0,0,0,1,0,1
2022092200 2112,0,1,0,0,0,0
2022092200 2134,0,1,0,0,0,0
2022092200 2156,0,1,0,0,0,0
2022092200 2274,0,0,1,0,0,0
2022092200 2537,0,0,0,2,0,0
2022092200 2560,0,0,0,2,2,0
2022092200 2589,0,0,0,0,1,0
2022092200 2613,0,0,0,1,0,0
2022092200 2674,0,0,0,1,0,0
2022092200 2695,NA,NA,NA,NA,NA,NA
2022092200 2716,1,0,0,1,0,0
2022092200 2740,0,0,0,2,0,0
2022092200 3053,0,2,0,0,0,0
2022092200 323,0,0,0,0,1,0
2022092200 3528,0,0,1,0,0,0
2022092200 465,0,1,0,0,0,0
2022092200 489,0,0,2,0,0,0
2022092200 577,0,0,0,0,1,0
2022092200 746,0,1,0,0,0,0
2022092200 887,0,0,0,0,0,1
2022092200 958,0,0,1,0,0,0
2022092500 108,0,2,0,0,0,0
2022092500 1202,0,0,0,0,1,0
2022092500 127,0,1,0,0,0,0
2022092500 1503,0,0,0,0,0,1
2022092500 1524,0,0,0,1,0,0
2022092500 1592,0,0,0,1,1,0
2022092500 1614,1,0,0,0,0,0
2022092500 1724,0,1,0,0,0,0
2022092500 1906,0,1,0,0,0,0
2022092500 2173,0,1,0,0,0,0
2022092500 220,1,0,0,0,0,0
2022092500 2355,0,0,1,0,0,0
2022092500 2400,0,2,0,0,0,0
2022092500 2603,0,1,0,0,0,0
2022092500 2687,0,0,0,1,0,0
2022092500 2732,0,0,0,1,0,0
2022092500 2756,0,0,0,1,0,0
2022092500 2790,0,0,0,0,0,1
2022092500 2811,1,0,0,0,0,0
2022092500 287,0,0,0,0,0,1
2022092500 2991,0,0,0,1,0,0
2022092500 3160,0,1,1,0,0,0
2022092500 3182,0,1,1,0,0,0
2022092500 3272,0,0,0,0,0,1
2022092500 3391,0,2,1,0,0,0
2022092500 3413,0,1,0,0,0,0
2022092500 3434,0,1,0,0,0,0
2022092500 3490,0,0,0,0,1,0
2022092500 3631,0,1,0,0,0,0
2022092500 3711,0,0,1,0,0,0
2022092500 475,0,1,0,0,0,0
2022092500 666,0,0,0,0,1,0
2022092500 709,0,0,0,0,1,0
2022092500 808,0,1,0,0,0,0
2022092500 858,0,0,1,0,0,0
2022092500 87,0,1,0,0,0,0
2022092500 968,0,0,0,1,1,0
2022092501 1010,0,0,0,0,0,1
2022092501 112,0,0,1,0,0,0
2022092501 1256,0,1,0,0,0,0
2022092501 1586,0,0,0,0,0,1
2022092501 1697,0,0,0,1,0,0
2022092501 1719,0,0,0,1,0,0
2022092501 1740,0,0,0,2,2,1
2022092501 181,0,0,1,0,0,0
2022092501 1914,0,0,1,0,0,0
2022092501 203,0,1,0,0,0,0
2022092501 2290,0,2,0,0,0,0
2022092501 2333,NA,NA,NA,NA,NA,NA
2022092501 2419,0,0,0,2,0,0
2022092501 2564,0,0,2,0,0,0
2022092501 2763,0,0,1,0,0,0
2022092501 2792,0,1,0,0,0,0
2022092501 2940,0,0,0,2,0,0
2022092501 3006,0,0,0,1,0,0
2022092501 3049,0,0,0,1,0,0
2022092501 308,0,0,0,0,0,1
2022092501 3182,0,1,0,0,0,0
2022092501 3203,0,1,0,0,0,0
2022092501 3250,0,1,0,0,0,0
2022092501 3485,0,0,0,0,1,0
2022092501 391,0,1,0,0,0,0
2022092501 507,0,1,0,0,0,0
2022092501 83,0,2,0,0,0,0
2022092501 857,0,2,0,0,0,0
2022092501 883,0,0,0,0,1,0
2022092501 948,0,0,0,0,1,0
2022092502 107,0,0,1,0,0,0
2022092502 1156,0,1,0,0,0,0
2022092502 1180,0,0,1,0,0,0
2022092502 1259,0,1,0,0,0,0
2022092502 1325,0,0,1,0,0,0
2022092502 1404,0,0,0,0,1,0
2022092502 1890,0,0,0,0,0,1
2022092502 1976,0,0,1,0,0,0
2022092502 203,0,1,0,0,0,0
2022092502 2086,0,0,1,0,0,0
2022092502 2217,0,1,0,0,0,0
2022092502 2246,0,0,1,0,0,0
2022092502 2270,0,1,0,0,0,0
2022092502 2292,0,0,1,0,0,0
2022092502 2562,0,0,0,1,0,0
2022092502 2608,0,0,0,1,0,0
2022092502 266,0,0,0,1,0,0
2022092502 2795,0,1,0,0,0,0
2022092502 2907,0,0,0,0,1,0
2022092502 2931,0,0,0,1,0,0
2022092502 309,0,0,0,1,1,0
2022092502 3105,0,0,1,0,0,0
2022092502 3273,0,0,0,0,0,1
2022092502 3323,0,0,0,1,0,0
2022092502 3345,0,0,0,0,0,1
2022092502 3614,0,0,0,0,1,0
2022092502 3770,0,1,0,0,0,0
2022092502 463,0,1,0,0,0,0
2022092502 485,0,1,0,0,0,0
2022092502 506,0,0,2,0,0,0
2022092502 570,0,0,0,0,1,0
2022092502 64,0,0,1,0,0,0
2022092502 664,0,0,1,0,0,0
2022092502 738,NA,NA,NA,NA,NA,NA
2022092502 783,0,0,0,0,1,1
2022092502 910,0,0,0,0,0,1
2022092502 955,0,0,0,1,0,0
2022092502 979,0,0,0,0,1,0
2022092503 1111,0,0,0,1,0,0
2022092503 1157,0,0,0,1,1,0
2022092503 1246,0,1,0,0,0,0
2022092503 1286,0,1,0,0,0,0
2022092503 1310,0,2,0,0,0,0
2022092503 1334,0,1,1,0,0,0
2022092503 1426,0,0,1,0,0,0
2022092503 1482,0,0,0,1,0,0
2022092503 1578,0,0,0,0,1,0
2022092503 1622,0,0,0,0,1,0
2022092503 164,0,1,0,0,0,0
2022092503 1755,0,0,1,0,0,0
2022092503 1841,0,0,1,0,0,0
2022092503 188,0,0,1,0,0,0
2022092503 1994,0,0,0,0,2,0
2022092503 2132,0,0,0,1,0,0
2022092503 2202,0,0,0,0,0,1
2022092503 2491,0,0,1,0,0,0
2022092503 2538,0,0,2,0,0,0
2022092503 2783,0,0,0,1,0,0
2022092503 2828,0,0,0,0,1,0
2022092503 2984,0,0,0,0,1,0
2022092503 3006,0,0,0,0,0,1
2022092503 3050,0,1,0,0,0,0
2022092503 3323,0,0,0,0,0,1
2022092503 3550,0,0,0,1,0,0
2022092503 3660,0,0,0,1,0,0
2022092503 3817,0,1,0,0,0,0
2022092503 413,0,0,1,0,1,0
2022092503 435,1,0,0,0,0,1
2022092503 56,0,1,0,0,0,0
2022092503 671,0,0,0,0,0,1
2022092503 732,0,0,0,0,0,1
2022092503 80,0,0,0,1,0,0
2022092503 813,0,0,1,0,0,0
2022092503 837,0,0,1,0,0,0
2022092503 890,1,0,0,0,0,0
2022092503 972,0,0,1,0,0,0
2022092503 994,0,1,1,0,0,0
2022092504 110,1,0,0,0,0,0
2022092504 1106,0,1,0,0,0,0
2022092504 1299,0,0,1,0,0,0
2022092504 1361,0,0,1,0,0,0
2022092504 1472,0,0,0,1,0,0
2022092504 1496,0,0,0,1,0,0
2022092504 1594,0,0,0,2,0,0
2022092504 1663,NA,NA,NA,NA,NA,NA
2022092504 1685,0,0,1,0,0,0
2022092504 179,0,1,0,0,0,0
2022092504 1948,0,0,0,1,0,0
2022092504 1988,0,1,0,0,0,0
2022092504 2191,0,0,0,1,0,0
2022092504 2213,0,0,0,0,1,0
2022092504 2344,1,0,0,0,0,0
2022092504 2373,0,0,0,0,1,0
2022092504 2617,0,0,0,1,0,0
2022092504 265,0,0,0,0,0,1
2022092504 2771,0,0,1,0,0,0
2022092504 3291,0,0,0,2,0,0
2022092504 3338,0,1,0,0,0,0
2022092504 3497,0,0,1,0,0,0
2022092504 3702,1,0,0,0,0,0
2022092504 3827,0,0,1,0,0,0
2022092504 3884,0,0,1,0,0,0
2022092504 443,0,1,0,0,0,0
2022092504 644,0,0,0,1,1,1
2022092504 733,0,0,1,0,0,0
2022092504 755,0,0,1,0,0,0
2022092504 846,0,0,1,0,0,0
2022092504 896,0,0,1,0,0,0
2022092504 939,0,0,0,1,0,0
2022092504 965,0,0,0,1,0,0
2022092505 1043,1,0,0,0,0,0
2022092505 1088,0,0,1,0,0,0
2022092505 113,0,0,1,0,0,0
2022092505 1138,0,0,1,0,0,0
2022092505 1226,0,0,0,1,0,0
2022092505 1252,0,1,0,0,0,0
2022092505 1425,1,0,0,0,0,0
2022092505 1477,0,0,0,0,0,1
2022092505 1498,0,0,0,0,0,1
2022092505 1548,0,0,0,1,0,0
2022092505 164,0,0,0,1,0,0
2022092505 1754,0,0,1,0,0,0
2022092505 1909,0,1,0,0,0,0
2022092505 2467,0,0,0,1,0,0
2022092505 249,NA,NA,NA,NA,NA,NA
2022092505 2493,0,0,0,1,0,0
2022092505 2919,0,0,0,1,0,0
2022092505 3109,0,0,0,1,0,0
2022092505 3204,0,0,0,0,0,1
2022092505 3225,0,0,0,0,0,1
2022092505 348,0,1,0,0,0,0
2022092505 3581,0,1,0,0,0,0
2022092505 420,0,1,1,0,0,0
2022092505 449,0,0,1,0,0,0
2022092505 566,0,1,0,0,0,0
2022092505 776,0,0,0,0,1,0
2022092505 89,0,1,0,0,0,0
2022092505 949,0,0,0,2,0,0
2022092506 1161,0,0,0,0,1,0
2022092506 1206,0,0,0,0,1,0
2022092506 1412,0,1,0,0,0,0
2022092506 1563,0,0,0,1,0,0
2022092506 1670,0,0,1,0,0,0
2022092506 1896,0,1,0,0,0,0
2022092506 2045,0,0,0,1,0,0
2022092506 205,0,0,0,1,0,0
2022092506 2086,0,0,0,0,1,0
2022092506 2156,0,0,0,0,1,0
2022092506 226,0,0,0,0,0,1
2022092506 2291,0,0,0,1,0,0
2022092506 2337,0,0,0,0,0,1
2022092506 2496,0,1,0,0,0,0
2022092506 250,0,0,0,0,1,0
2022092506 2586,0,0,0,0,1,0
2022092506 2635,0,0,0,0,1,0
2022092506 2779,1,0,0,0,0,0
2022092506 2831,0,1,0,0,0,0
2022092506 2875,0,0,0,1,0,0
2022092506 2896,1,0,0,0,0,0
2022092506 3050,0,0,0,0,1,0
2022092506 3123,1,0,0,0,0,0
2022092506 329,0,0,0,1,0,0
2022092506 3389,0,1,0,0,0,0
2022092506 3467,0,0,0,0,0,1
2022092506 3678,0,0,0,0,0,1
2022092506 3700,0,0,0,1,0,0
